r_kpc,v_obs,v_err,v_baryon,K_ring,v_model
0.22,12.4,7.0,38.3010508994205,,
0.78,37.5,4.0,85.73158694436958,1.0046893566315815,85.93236483277559
1.33,56.5,4.0,104.07309931005226,1.0030111080771444,104.22966921139223
2.33,69.1,4.0,114.57450894505287,1.002746312184499,114.73172975967817
3.44,85.5,7.5,107.55394228014146,1.0056356612613686,107.8565852738726
3.78,87.1,8.4,103.95592383313227,1.0069906811149236,104.31865236406662
4.77,105.0,4.0,92.41437821031963,1.0117541298617843,92.95591683167902
5.44,112.0,6.7,86.89113015722607,1.0158981237567728,87.57910951468457
6.11,116.0,4.0,81.96657184486857,1.020803355940927,82.81477307867567
7.22,124.0,4.0,76.94565484808093,1.0303084730651204,78.10300359176811
